C,alpha,z,k,Precision,Recall,F-Score,Support
1.0,0.0,0.0,0.0,0.22,0.47,0.3,300.0
1.0,0.0,0.1,0.0,0.22,0.47,0.3,300.0
1.0,0.0,0.2,0.0,0.22,0.47,0.3,300.0
1.0,0.0,0.30000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,0.0,0.4,0.0,0.22,0.47,0.3,300.0
1.0,0.0,0.5,0.0,0.22,0.47,0.3,300.0
1.0,0.0,0.6000000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,0.7000000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,0.8,0.0,0.22,0.47,0.3,300.0
1.0,0.0,0.9,0.0,0.22,0.47,0.3,300.0
1.0,0.0,1.0,0.0,0.22,0.47,0.3,300.0
1.0,0.0,1.1,0.0,0.22,0.47,0.3,300.0
1.0,0.0,1.2000000000000002,0.0,0.22,0.47,0.3,300.0
1.0,0.0,1.3,0.0,0.22,0.47,0.3,300.0
1.0,0.0,1.4000000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,1.5,0.0,0.22,0.47,0.3,300.0
1.0,0.0,1.6,0.0,0.22,0.47,0.3,300.0
1.0,0.0,1.7000000000000002,0.0,0.22,0.47,0.3,300.0
1.0,0.0,1.8,0.0,0.22,0.47,0.3,300.0
1.0,0.0,1.9000000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,2.0,0.0,0.22,0.47,0.3,300.0
1.0,0.0,2.1,0.0,0.22,0.47,0.3,300.0
1.0,0.0,2.2,0.0,0.22,0.47,0.3,300.0
1.0,0.0,2.3000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,0.0,2.4000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,0.0,2.5,0.0,0.22,0.47,0.3,300.0
1.0,0.0,2.6,0.0,0.22,0.47,0.3,300.0
1.0,0.0,2.7,0.0,0.22,0.47,0.3,300.0
1.0,0.0,2.8000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,0.0,2.9000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,0.0,3.0,0.0,0.22,0.47,0.3,300.0
1.0,0.0,3.1,0.0,0.22,0.47,0.3,300.0
1.0,0.0,3.2,0.0,0.22,0.47,0.3,300.0
1.0,0.0,3.3000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,0.0,3.4000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,0.0,3.5,0.0,0.22,0.47,0.3,300.0
1.0,0.0,3.6,0.0,0.22,0.47,0.3,300.0
1.0,0.0,3.7,0.0,0.22,0.47,0.3,300.0
1.0,0.0,3.8000000000000003,0.0,0.22,0.47,0.3,300.0
1.0,0.0,3.9000000000000004,0.0,0.22,0.47,0.3,300.0
1.0,0.0,4.0,0.0,0.22,0.47,0.3,300.0
1.0,0.0,4.1000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,0.0,4.2,0.0,0.22,0.47,0.3,300.0
1.0,0.0,4.3,0.0,0.22,0.47,0.3,300.0
1.0,0.0,4.4,0.0,0.22,0.47,0.3,300.0
1.0,0.0,4.5,0.0,0.22,0.47,0.3,300.0
1.0,0.0,4.6000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,0.0,4.7,0.0,0.22,0.47,0.3,300.0
1.0,0.0,4.800000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,4.9,0.0,0.22,0.47,0.3,300.0
1.0,0.0,5.0,0.0,0.22,0.47,0.3,300.0
1.0,0.0,5.1000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,0.0,5.2,0.0,0.22,0.47,0.3,300.0
1.0,0.0,5.300000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,5.4,0.0,0.22,0.47,0.3,300.0
1.0,0.0,5.5,0.0,0.22,0.47,0.3,300.0
1.0,0.0,5.6000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,0.0,5.7,0.0,0.22,0.47,0.3,300.0
1.0,0.0,5.800000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,5.9,0.0,0.22,0.47,0.3,300.0
1.0,0.0,6.0,0.0,0.22,0.47,0.3,300.0
1.0,0.0,6.1000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,0.0,6.2,0.0,0.22,0.47,0.3,300.0
1.0,0.0,6.300000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,6.4,0.0,0.22,0.47,0.3,300.0
1.0,0.0,6.5,0.0,0.22,0.47,0.3,300.0
1.0,0.0,6.6000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,0.0,6.7,0.0,0.22,0.47,0.3,300.0
1.0,0.0,6.800000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,6.9,0.0,0.22,0.47,0.3,300.0
1.0,0.0,7.0,0.0,0.22,0.47,0.3,300.0
1.0,0.0,7.1000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,0.0,7.2,0.0,0.22,0.47,0.3,300.0
1.0,0.0,7.300000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,7.4,0.0,0.22,0.47,0.3,300.0
1.0,0.0,7.5,0.0,0.22,0.47,0.3,300.0
1.0,0.0,7.6000000000000005,0.0,0.22,0.47,0.3,300.0
1.0,0.0,7.7,0.0,0.22,0.47,0.3,300.0
1.0,0.0,7.800000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,7.9,0.0,0.22,0.47,0.3,300.0
1.0,0.0,8.0,0.0,0.22,0.47,0.3,300.0
1.0,0.0,8.1,0.0,0.22,0.47,0.3,300.0
1.0,0.0,8.200000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,8.3,0.0,0.22,0.47,0.3,300.0
1.0,0.0,8.4,0.0,0.22,0.47,0.3,300.0
1.0,0.0,8.5,0.0,0.22,0.47,0.3,300.0
1.0,0.0,8.6,0.0,0.22,0.47,0.3,300.0
1.0,0.0,8.700000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,8.8,0.0,0.22,0.47,0.3,300.0
1.0,0.0,8.9,0.0,0.22,0.47,0.3,300.0
1.0,0.0,9.0,0.0,0.22,0.47,0.3,300.0
1.0,0.0,9.1,0.0,0.22,0.47,0.3,300.0
1.0,0.0,9.200000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,9.3,0.0,0.22,0.47,0.3,300.0
1.0,0.0,9.4,0.0,0.22,0.47,0.3,300.0
1.0,0.0,9.5,0.0,0.22,0.47,0.3,300.0
1.0,0.0,9.600000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,9.700000000000001,0.0,0.22,0.47,0.3,300.0
1.0,0.0,9.8,0.0,0.22,0.47,0.3,300.0
1.0,0.0,9.9,0.0,0.22,0.47,0.3,300.0
1.0,0.0,0.0,1.0,0.22,0.47,0.3,300.0
1.0,0.0,0.1,1.0,0.22,0.47,0.3,300.0
1.0,0.0,0.2,1.0,0.22,0.47,0.3,300.0
1.0,0.0,0.30000000000000004,1.0,0.22,0.47,0.3,300.0
1.0,0.0,0.4,1.0,0.22,0.47,0.3,300.0
1.0,0.0,0.5,1.0,0.22,0.47,0.3,300.0
1.0,0.0,0.6000000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,0.7000000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,0.8,1.0,0.22,0.47,0.3,300.0
1.0,0.0,0.9,1.0,0.22,0.47,0.3,300.0
1.0,0.0,1.0,1.0,0.22,0.47,0.3,300.0
1.0,0.0,1.1,1.0,0.22,0.47,0.3,300.0
1.0,0.0,1.2000000000000002,1.0,0.22,0.47,0.3,300.0
1.0,0.0,1.3,1.0,0.22,0.47,0.3,300.0
1.0,0.0,1.4000000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,1.5,1.0,0.22,0.47,0.3,300.0
1.0,0.0,1.6,1.0,0.22,0.47,0.3,300.0
1.0,0.0,1.7000000000000002,1.0,0.22,0.47,0.3,300.0
1.0,0.0,1.8,1.0,0.22,0.47,0.3,300.0
1.0,0.0,1.9000000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,2.0,1.0,0.22,0.47,0.3,300.0
1.0,0.0,2.1,1.0,0.22,0.47,0.3,300.0
1.0,0.0,2.2,1.0,0.22,0.47,0.3,300.0
1.0,0.0,2.3000000000000003,1.0,0.22,0.47,0.3,300.0
1.0,0.0,2.4000000000000004,1.0,0.22,0.47,0.3,300.0
1.0,0.0,2.5,1.0,0.22,0.47,0.3,300.0
1.0,0.0,2.6,1.0,0.22,0.47,0.3,300.0
1.0,0.0,2.7,1.0,0.22,0.47,0.3,300.0
1.0,0.0,2.8000000000000003,1.0,0.22,0.47,0.3,300.0
1.0,0.0,2.9000000000000004,1.0,0.22,0.47,0.3,300.0
1.0,0.0,3.0,1.0,0.22,0.47,0.3,300.0
1.0,0.0,3.1,1.0,0.22,0.47,0.3,300.0
1.0,0.0,3.2,1.0,0.22,0.47,0.3,300.0
1.0,0.0,3.3000000000000003,1.0,0.22,0.47,0.3,300.0
1.0,0.0,3.4000000000000004,1.0,0.22,0.47,0.3,300.0
1.0,0.0,3.5,1.0,0.22,0.47,0.3,300.0
1.0,0.0,3.6,1.0,0.22,0.47,0.3,300.0
1.0,0.0,3.7,1.0,0.22,0.47,0.3,300.0
1.0,0.0,3.8000000000000003,1.0,0.22,0.47,0.3,300.0
1.0,0.0,3.9000000000000004,1.0,0.22,0.47,0.3,300.0
1.0,0.0,4.0,1.0,0.22,0.47,0.3,300.0
1.0,0.0,4.1000000000000005,1.0,0.22,0.47,0.3,300.0
1.0,0.0,4.2,1.0,0.22,0.47,0.3,300.0
1.0,0.0,4.3,1.0,0.22,0.47,0.3,300.0
1.0,0.0,4.4,1.0,0.22,0.47,0.3,300.0
1.0,0.0,4.5,1.0,0.22,0.47,0.3,300.0
1.0,0.0,4.6000000000000005,1.0,0.22,0.47,0.3,300.0
1.0,0.0,4.7,1.0,0.22,0.47,0.3,300.0
1.0,0.0,4.800000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,4.9,1.0,0.22,0.47,0.3,300.0
1.0,0.0,5.0,1.0,0.22,0.47,0.3,300.0
1.0,0.0,5.1000000000000005,1.0,0.22,0.47,0.3,300.0
1.0,0.0,5.2,1.0,0.22,0.47,0.3,300.0
1.0,0.0,5.300000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,5.4,1.0,0.22,0.47,0.3,300.0
1.0,0.0,5.5,1.0,0.22,0.47,0.3,300.0
1.0,0.0,5.6000000000000005,1.0,0.22,0.47,0.3,300.0
1.0,0.0,5.7,1.0,0.22,0.47,0.3,300.0
1.0,0.0,5.800000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,5.9,1.0,0.22,0.47,0.3,300.0
1.0,0.0,6.0,1.0,0.22,0.47,0.3,300.0
1.0,0.0,6.1000000000000005,1.0,0.22,0.47,0.3,300.0
1.0,0.0,6.2,1.0,0.22,0.47,0.3,300.0
1.0,0.0,6.300000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,6.4,1.0,0.22,0.47,0.3,300.0
1.0,0.0,6.5,1.0,0.22,0.47,0.3,300.0
1.0,0.0,6.6000000000000005,1.0,0.22,0.47,0.3,300.0
1.0,0.0,6.7,1.0,0.22,0.47,0.3,300.0
1.0,0.0,6.800000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,6.9,1.0,0.22,0.47,0.3,300.0
1.0,0.0,7.0,1.0,0.22,0.47,0.3,300.0
1.0,0.0,7.1000000000000005,1.0,0.22,0.47,0.3,300.0
1.0,0.0,7.2,1.0,0.22,0.47,0.3,300.0
1.0,0.0,7.300000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,7.4,1.0,0.22,0.47,0.3,300.0
1.0,0.0,7.5,1.0,0.22,0.47,0.3,300.0
1.0,0.0,7.6000000000000005,1.0,0.22,0.47,0.3,300.0
1.0,0.0,7.7,1.0,0.22,0.47,0.3,300.0
1.0,0.0,7.800000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,7.9,1.0,0.22,0.47,0.3,300.0
1.0,0.0,8.0,1.0,0.22,0.47,0.3,300.0
1.0,0.0,8.1,1.0,0.22,0.47,0.3,300.0
1.0,0.0,8.200000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,8.3,1.0,0.22,0.47,0.3,300.0
1.0,0.0,8.4,1.0,0.22,0.47,0.3,300.0
1.0,0.0,8.5,1.0,0.22,0.47,0.3,300.0
1.0,0.0,8.6,1.0,0.22,0.47,0.3,300.0
1.0,0.0,8.700000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,8.8,1.0,0.22,0.47,0.3,300.0
1.0,0.0,8.9,1.0,0.22,0.47,0.3,300.0
1.0,0.0,9.0,1.0,0.22,0.47,0.3,300.0
1.0,0.0,9.1,1.0,0.22,0.47,0.3,300.0
1.0,0.0,9.200000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,9.3,1.0,0.22,0.47,0.3,300.0
1.0,0.0,9.4,1.0,0.22,0.47,0.3,300.0
1.0,0.0,9.5,1.0,0.22,0.47,0.3,300.0
1.0,0.0,9.600000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,9.700000000000001,1.0,0.22,0.47,0.3,300.0
1.0,0.0,9.8,1.0,0.22,0.47,0.3,300.0
1.0,0.0,9.9,1.0,0.22,0.47,0.3,300.0
1.0,0.0,0.0,2.0,0.22,0.47,0.3,300.0
1.0,0.0,0.1,2.0,0.22,0.47,0.3,300.0
1.0,0.0,0.2,2.0,0.22,0.47,0.3,300.0
1.0,0.0,0.30000000000000004,2.0,0.22,0.47,0.3,300.0
1.0,0.0,0.4,2.0,0.22,0.47,0.3,300.0
1.0,0.0,0.5,2.0,0.22,0.47,0.3,300.0
1.0,0.0,0.6000000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,0.7000000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,0.8,2.0,0.22,0.47,0.3,300.0
1.0,0.0,0.9,2.0,0.22,0.47,0.3,300.0
1.0,0.0,1.0,2.0,0.22,0.47,0.3,300.0
1.0,0.0,1.1,2.0,0.22,0.47,0.3,300.0
1.0,0.0,1.2000000000000002,2.0,0.22,0.47,0.3,300.0
1.0,0.0,1.3,2.0,0.22,0.47,0.3,300.0
1.0,0.0,1.4000000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,1.5,2.0,0.22,0.47,0.3,300.0
1.0,0.0,1.6,2.0,0.22,0.47,0.3,300.0
1.0,0.0,1.7000000000000002,2.0,0.22,0.47,0.3,300.0
1.0,0.0,1.8,2.0,0.22,0.47,0.3,300.0
1.0,0.0,1.9000000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,2.0,2.0,0.22,0.47,0.3,300.0
1.0,0.0,2.1,2.0,0.22,0.47,0.3,300.0
1.0,0.0,2.2,2.0,0.22,0.47,0.3,300.0
1.0,0.0,2.3000000000000003,2.0,0.22,0.47,0.3,300.0
1.0,0.0,2.4000000000000004,2.0,0.22,0.47,0.3,300.0
1.0,0.0,2.5,2.0,0.22,0.47,0.3,300.0
1.0,0.0,2.6,2.0,0.22,0.47,0.3,300.0
1.0,0.0,2.7,2.0,0.22,0.47,0.3,300.0
1.0,0.0,2.8000000000000003,2.0,0.22,0.47,0.3,300.0
1.0,0.0,2.9000000000000004,2.0,0.22,0.47,0.3,300.0
1.0,0.0,3.0,2.0,0.22,0.47,0.3,300.0
1.0,0.0,3.1,2.0,0.22,0.47,0.3,300.0
1.0,0.0,3.2,2.0,0.22,0.47,0.3,300.0
1.0,0.0,3.3000000000000003,2.0,0.22,0.47,0.3,300.0
1.0,0.0,3.4000000000000004,2.0,0.22,0.47,0.3,300.0
1.0,0.0,3.5,2.0,0.22,0.47,0.3,300.0
1.0,0.0,3.6,2.0,0.22,0.47,0.3,300.0
1.0,0.0,3.7,2.0,0.22,0.47,0.3,300.0
1.0,0.0,3.8000000000000003,2.0,0.22,0.47,0.3,300.0
1.0,0.0,3.9000000000000004,2.0,0.22,0.47,0.3,300.0
1.0,0.0,4.0,2.0,0.22,0.47,0.3,300.0
1.0,0.0,4.1000000000000005,2.0,0.22,0.47,0.3,300.0
1.0,0.0,4.2,2.0,0.22,0.47,0.3,300.0
1.0,0.0,4.3,2.0,0.22,0.47,0.3,300.0
1.0,0.0,4.4,2.0,0.22,0.47,0.3,300.0
1.0,0.0,4.5,2.0,0.22,0.47,0.3,300.0
1.0,0.0,4.6000000000000005,2.0,0.22,0.47,0.3,300.0
1.0,0.0,4.7,2.0,0.22,0.47,0.3,300.0
1.0,0.0,4.800000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,4.9,2.0,0.22,0.47,0.3,300.0
1.0,0.0,5.0,2.0,0.22,0.47,0.3,300.0
1.0,0.0,5.1000000000000005,2.0,0.22,0.47,0.3,300.0
1.0,0.0,5.2,2.0,0.22,0.47,0.3,300.0
1.0,0.0,5.300000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,5.4,2.0,0.22,0.47,0.3,300.0
1.0,0.0,5.5,2.0,0.22,0.47,0.3,300.0
1.0,0.0,5.6000000000000005,2.0,0.22,0.47,0.3,300.0
1.0,0.0,5.7,2.0,0.22,0.47,0.3,300.0
1.0,0.0,5.800000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,5.9,2.0,0.22,0.47,0.3,300.0
1.0,0.0,6.0,2.0,0.22,0.47,0.3,300.0
1.0,0.0,6.1000000000000005,2.0,0.22,0.47,0.3,300.0
1.0,0.0,6.2,2.0,0.22,0.47,0.3,300.0
1.0,0.0,6.300000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,6.4,2.0,0.22,0.47,0.3,300.0
1.0,0.0,6.5,2.0,0.22,0.47,0.3,300.0
1.0,0.0,6.6000000000000005,2.0,0.22,0.47,0.3,300.0
1.0,0.0,6.7,2.0,0.22,0.47,0.3,300.0
1.0,0.0,6.800000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,6.9,2.0,0.22,0.47,0.3,300.0
1.0,0.0,7.0,2.0,0.22,0.47,0.3,300.0
1.0,0.0,7.1000000000000005,2.0,0.22,0.47,0.3,300.0
1.0,0.0,7.2,2.0,0.22,0.47,0.3,300.0
1.0,0.0,7.300000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,7.4,2.0,0.22,0.47,0.3,300.0
1.0,0.0,7.5,2.0,0.22,0.47,0.3,300.0
1.0,0.0,7.6000000000000005,2.0,0.22,0.47,0.3,300.0
1.0,0.0,7.7,2.0,0.22,0.47,0.3,300.0
1.0,0.0,7.800000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,7.9,2.0,0.22,0.47,0.3,300.0
1.0,0.0,8.0,2.0,0.22,0.47,0.3,300.0
1.0,0.0,8.1,2.0,0.22,0.47,0.3,300.0
1.0,0.0,8.200000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,8.3,2.0,0.22,0.47,0.3,300.0
1.0,0.0,8.4,2.0,0.22,0.47,0.3,300.0
1.0,0.0,8.5,2.0,0.22,0.47,0.3,300.0
1.0,0.0,8.6,2.0,0.22,0.47,0.3,300.0
1.0,0.0,8.700000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,8.8,2.0,0.22,0.47,0.3,300.0
1.0,0.0,8.9,2.0,0.22,0.47,0.3,300.0
1.0,0.0,9.0,2.0,0.22,0.47,0.3,300.0
1.0,0.0,9.1,2.0,0.22,0.47,0.3,300.0
1.0,0.0,9.200000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,9.3,2.0,0.22,0.47,0.3,300.0
1.0,0.0,9.4,2.0,0.22,0.47,0.3,300.0
1.0,0.0,9.5,2.0,0.22,0.47,0.3,300.0
1.0,0.0,9.600000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,9.700000000000001,2.0,0.22,0.47,0.3,300.0
1.0,0.0,9.8,2.0,0.22,0.47,0.3,300.0
1.0,0.0,9.9,2.0,0.22,0.47,0.3,300.0
1.0,0.0,0.0,3.0,0.22,0.47,0.3,300.0
1.0,0.0,0.1,3.0,0.22,0.47,0.3,300.0
1.0,0.0,0.2,3.0,0.22,0.47,0.3,300.0
1.0,0.0,0.30000000000000004,3.0,0.22,0.47,0.3,300.0
1.0,0.0,0.4,3.0,0.22,0.47,0.3,300.0
1.0,0.0,0.5,3.0,0.22,0.47,0.3,300.0
1.0,0.0,0.6000000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,0.7000000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,0.8,3.0,0.22,0.47,0.3,300.0
1.0,0.0,0.9,3.0,0.22,0.47,0.3,300.0
1.0,0.0,1.0,3.0,0.22,0.47,0.3,300.0
1.0,0.0,1.1,3.0,0.22,0.47,0.3,300.0
1.0,0.0,1.2000000000000002,3.0,0.22,0.47,0.3,300.0
1.0,0.0,1.3,3.0,0.22,0.47,0.3,300.0
1.0,0.0,1.4000000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,1.5,3.0,0.22,0.47,0.3,300.0
1.0,0.0,1.6,3.0,0.22,0.47,0.3,300.0
1.0,0.0,1.7000000000000002,3.0,0.22,0.47,0.3,300.0
1.0,0.0,1.8,3.0,0.22,0.47,0.3,300.0
1.0,0.0,1.9000000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,2.0,3.0,0.22,0.47,0.3,300.0
1.0,0.0,2.1,3.0,0.22,0.47,0.3,300.0
1.0,0.0,2.2,3.0,0.22,0.47,0.3,300.0
1.0,0.0,2.3000000000000003,3.0,0.22,0.47,0.3,300.0
1.0,0.0,2.4000000000000004,3.0,0.22,0.47,0.3,300.0
1.0,0.0,2.5,3.0,0.22,0.47,0.3,300.0
1.0,0.0,2.6,3.0,0.22,0.47,0.3,300.0
1.0,0.0,2.7,3.0,0.22,0.47,0.3,300.0
1.0,0.0,2.8000000000000003,3.0,0.22,0.47,0.3,300.0
1.0,0.0,2.9000000000000004,3.0,0.22,0.47,0.3,300.0
1.0,0.0,3.0,3.0,0.22,0.47,0.3,300.0
1.0,0.0,3.1,3.0,0.22,0.47,0.3,300.0
1.0,0.0,3.2,3.0,0.22,0.47,0.3,300.0
1.0,0.0,3.3000000000000003,3.0,0.22,0.47,0.3,300.0
1.0,0.0,3.4000000000000004,3.0,0.22,0.47,0.3,300.0
1.0,0.0,3.5,3.0,0.22,0.47,0.3,300.0
1.0,0.0,3.6,3.0,0.22,0.47,0.3,300.0
1.0,0.0,3.7,3.0,0.22,0.47,0.3,300.0
1.0,0.0,3.8000000000000003,3.0,0.22,0.47,0.3,300.0
1.0,0.0,3.9000000000000004,3.0,0.22,0.47,0.3,300.0
1.0,0.0,4.0,3.0,0.22,0.47,0.3,300.0
1.0,0.0,4.1000000000000005,3.0,0.22,0.47,0.3,300.0
1.0,0.0,4.2,3.0,0.22,0.47,0.3,300.0
1.0,0.0,4.3,3.0,0.22,0.47,0.3,300.0
1.0,0.0,4.4,3.0,0.22,0.47,0.3,300.0
1.0,0.0,4.5,3.0,0.22,0.47,0.3,300.0
1.0,0.0,4.6000000000000005,3.0,0.22,0.47,0.3,300.0
1.0,0.0,4.7,3.0,0.22,0.47,0.3,300.0
1.0,0.0,4.800000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,4.9,3.0,0.22,0.47,0.3,300.0
1.0,0.0,5.0,3.0,0.22,0.47,0.3,300.0
1.0,0.0,5.1000000000000005,3.0,0.22,0.47,0.3,300.0
1.0,0.0,5.2,3.0,0.22,0.47,0.3,300.0
1.0,0.0,5.300000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,5.4,3.0,0.22,0.47,0.3,300.0
1.0,0.0,5.5,3.0,0.22,0.47,0.3,300.0
1.0,0.0,5.6000000000000005,3.0,0.22,0.47,0.3,300.0
1.0,0.0,5.7,3.0,0.22,0.47,0.3,300.0
1.0,0.0,5.800000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,5.9,3.0,0.22,0.47,0.3,300.0
1.0,0.0,6.0,3.0,0.22,0.47,0.3,300.0
1.0,0.0,6.1000000000000005,3.0,0.22,0.47,0.3,300.0
1.0,0.0,6.2,3.0,0.22,0.47,0.3,300.0
1.0,0.0,6.300000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,6.4,3.0,0.22,0.47,0.3,300.0
1.0,0.0,6.5,3.0,0.22,0.47,0.3,300.0
1.0,0.0,6.6000000000000005,3.0,0.22,0.47,0.3,300.0
1.0,0.0,6.7,3.0,0.22,0.47,0.3,300.0
1.0,0.0,6.800000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,6.9,3.0,0.22,0.47,0.3,300.0
1.0,0.0,7.0,3.0,0.22,0.47,0.3,300.0
1.0,0.0,7.1000000000000005,3.0,0.22,0.47,0.3,300.0
1.0,0.0,7.2,3.0,0.22,0.47,0.3,300.0
1.0,0.0,7.300000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,7.4,3.0,0.22,0.47,0.3,300.0
1.0,0.0,7.5,3.0,0.22,0.47,0.3,300.0
1.0,0.0,7.6000000000000005,3.0,0.22,0.47,0.3,300.0
1.0,0.0,7.7,3.0,0.22,0.47,0.3,300.0
1.0,0.0,7.800000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,7.9,3.0,0.22,0.47,0.3,300.0
1.0,0.0,8.0,3.0,0.22,0.47,0.3,300.0
1.0,0.0,8.1,3.0,0.22,0.47,0.3,300.0
1.0,0.0,8.200000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,8.3,3.0,0.22,0.47,0.3,300.0
1.0,0.0,8.4,3.0,0.22,0.47,0.3,300.0
1.0,0.0,8.5,3.0,0.22,0.47,0.3,300.0
1.0,0.0,8.6,3.0,0.22,0.47,0.3,300.0
1.0,0.0,8.700000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,8.8,3.0,0.22,0.47,0.3,300.0
1.0,0.0,8.9,3.0,0.22,0.47,0.3,300.0
1.0,0.0,9.0,3.0,0.22,0.47,0.3,300.0
1.0,0.0,9.1,3.0,0.22,0.47,0.3,300.0
1.0,0.0,9.200000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,9.3,3.0,0.22,0.47,0.3,300.0
1.0,0.0,9.4,3.0,0.22,0.47,0.3,300.0
1.0,0.0,9.5,3.0,0.22,0.47,0.3,300.0
1.0,0.0,9.600000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,9.700000000000001,3.0,0.22,0.47,0.3,300.0
1.0,0.0,9.8,3.0,0.22,0.47,0.3,300.0
1.0,0.0,9.9,3.0,0.22,0.47,0.3,300.0
1.0,0.0,0.0,4.0,0.22,0.47,0.3,300.0
1.0,0.0,0.1,4.0,0.22,0.47,0.3,300.0
1.0,0.0,0.2,4.0,0.22,0.47,0.3,300.0
1.0,0.0,0.30000000000000004,4.0,0.22,0.47,0.3,300.0
1.0,0.0,0.4,4.0,0.22,0.47,0.3,300.0
1.0,0.0,0.5,4.0,0.22,0.47,0.3,300.0
1.0,0.0,0.6000000000000001,4.0,0.22,0.47,0.3,300.0
1.0,0.0,0.7000000000000001,4.0,0.22,0.47,0.3,300.0
1.0,0.0,0.8,4.0,0.22,0.47,0.3,300.0
1.0,0.0,0.9,4.0,0.22,0.47,0.3,300.0
1.0,0.0,1.0,4.0,0.22,0.47,0.3,300.0
1.0,0.0,1.1,4.0,0.22,0.47,0.3,300.0
1.0,0.0,1.2000000000000002,4.0,0.22,0.47,0.3,300.0
1.0,0.0,1.3,4.0,0.22,0.47,0.3,300.0
1.0,0.0,1.4000000000000001,4.0,0.22,0.47,0.3,300.0
